Tile	Base	Mean	sample
2212	40-41	0.138793674006	brain100-1-1
2212	42-43	0.201656530557	brain100-1-1
2212	44-45	0.148005212697	brain100-1-1
2212	46-47	0.0937893587129	brain100-1-1
2212	48-49	0.209660096794	brain100-1-1
2212	50-51	0.0858390655536	brain100-1-1
2212	52-53	0.022435949759	brain100-1-1
2212	54-55	-0.0243807099105	brain100-1-1
2212	56-57	2.77822089529e-05	brain100-1-1
2212	58-59	-0.0748656912673	brain100-1-1
2212	60-61	-0.127808664914	brain100-1-1
2212	62-63	0.190628599728	brain100-1-1
2212	64-65	0.130264432208	brain100-1-1
2212	66-67	0.170127436489	brain100-1-1
2212	68-69	0.173294501424	brain100-1-1
2212	70-71	0.175712854198	brain100-1-1
2212	72-73	0.198331702379	brain100-1-1
2212	74-75	0.112244642293	brain100-1-1
2212	76-77	0.0967095207727	brain100-1-1
2212	78-79	0.124571760252	brain100-1-1
2212	80-81	-0.00819658019594	brain100-1-1
2212	82-83	0.076511646934	brain100-1-1
2212	84-85	0.184558726729	brain100-1-1
2212	86-87	0.193020532608	brain100-1-1
2212	88-89	0.277769517951	brain100-1-1
2212	90-91	0.182471780069	brain100-1-1
2212	92-93	0.256837879838	brain100-1-1
2212	94-95	0.211704158635	brain100-1-1
2212	96-97	0.143135013578	brain100-1-1
2212	98-99	0.20638640299	brain100-1-1
2212	100	0.295505552858	brain100-1-1
2213	1	-0.0462156882658	brain100-1-1
2213	2	-0.699429687554	brain100-1-1
2213	3	-0.206546123982	brain100-1-1
2213	4	-0.0221902538639	brain100-1-1
2213	5	0.0367942233313	brain100-1-1
2213	6	-0.0511640957546	brain100-1-1
2213	7	0.0655926956603	brain100-1-1
2213	8	0.0134703503268	brain100-1-1
2213	9	-0.0501560865401	brain100-1-1
2213	10-11	-0.0515108890911	brain100-1-1
2213	12-13	-0.134908831438	brain100-1-1
2213	14-15	-0.0928404755277	brain100-1-1
2213	16-17	-0.0830418583914	brain100-1-1
2213	18-19	-0.201807808752	brain100-1-1
2213	20-21	-0.0110529640921	brain100-1-1
2213	22-23	-0.0669940695777	brain100-1-1
2213	24-25	0.0872324302085	brain100-1-1
2213	26-27	-0.0610048501688	brain100-1-1
2213	28-29	-0.0632709140102	brain100-1-1
2213	30-31	-0.181783896781	brain100-1-1
2213	32-33	0.00804253027638	brain100-1-1
2213	34-35	0.0587822170772	brain100-1-1
2213	36-37	-0.00625059061205	brain100-1-1
2213	38-39	-0.0824826826311	brain100-1-1
2213	40-41	0.0437710495721	brain100-1-1
2213	42-43	-0.182958854058	brain100-1-1
2213	44-45	0.0529825882622	brain100-1-1
2213	46-47	-0.0962558901559	brain100-1-1
2213	48-49	-0.0211091339749	brain100-1-1
2213	50-51	-0.181129260238	brain100-1-1
2213	52-53	0.0450603841481	brain100-1-1
2213	54-55	-0.135240438417	brain100-1-1
2213	56-57	-0.0723704078363	brain100-1-1
2213	58-59	0.0638673404069	brain100-1-1
2213	60-61	-0.159482873059	brain100-1-1
2213	62-63	-0.135163255475	brain100-1-1
2213	64-65	-0.0213192781988	brain100-1-1
2213	66-67	-0.00489518794512	brain100-1-1
2213	68-69	-0.00788196916455	brain100-1-1
2213	70-71	0.0345363836095	brain100-1-1
2213	72-73	-0.00166829762063	brain100-1-1
2213	74-75	-0.170108298883	brain100-1-1
2213	76-77	0.0543565795962	brain100-1-1
2213	78-79	-0.129447847592	brain100-1-1
2213	80-81	-0.0229024625489	brain100-1-1
2213	82-83	0.122547452561	brain100-1-1
2213	84-85	0.0694692126627	brain100-1-1
2213	86-87	0.0700258802013	brain100-1-1
2213	88-89	0.050496790678	brain100-1-1
2213	90-91	0.0631535982505	brain100-1-1
2213	92-93	0.211383334384	brain100-1-1
2213	94-95	-0.13072008379	brain100-1-1
2213	96-97	-0.00491693447367	brain100-1-1
2213	98-99	-0.135770459755	brain100-1-1
2213	100	0.141659399012	brain100-1-1
2214	1	0.193784311734	brain100-1-1
2214	2	0.0984081502837	brain100-1-1
2214	3	0.0928301753943	brain100-1-1
2214	4	-0.106514578188	brain100-1-1
2214	5	0.114632061169	brain100-1-1
2214	6	0.0174429728524	brain100-1-1
2214	7	0.111330741398	brain100-1-1
2214	8	0.0592083960649	brain100-1-1
2214	9	0.072505036121	brain100-1-1
2214	10-11	0.125204287624	brain100-1-1
2214	12-13	0.0917023951729	brain100-1-1
2214	14-15	0.0682821855949	brain100-1-1
2214	16-17	0.0780808027312	brain100-1-1
2214	18-19	0.155780548836	brain100-1-1
2214	20-21	0.127200674162	brain100-1-1
2214	22-23	0.163775161191	brain100-1-1
2214	24-25	0.110101453078	brain100-1-1
2214	26-27	0.115710326546	brain100-1-1
2214	28-29	0.127955697216	brain100-1-1
2214	30-31	0.202831487834	brain100-1-1
2214	32-33	0.14629616853	brain100-1-1
2214	34-35	0.158574316869	brain100-1-1
2214	36-37	0.104976020615	brain100-1-1
2214	38-39	0.105667005519	brain100-1-1
2214	40-41	0.116536122337	brain100-1-1
2214	42-43	0.0927976716983	brain100-1-1
2214	44-45	0.0176395529192	brain100-1-1
2214	46-47	0.0763012824013	brain100-1-1
2214	48-49	0.182633069767	brain100-1-1
2214	50-51	0.122405043296	brain100-1-1
2214	52-53	-0.0173096782219	brain100-1-1
2214	54-55	0.129832326655	brain100-1-1
2214	56-57	0.208294872829	brain100-1-1
2214	58-59	0.192224928765	brain100-1-1
2214	60-61	0.115522901946	brain100-1-1
2214	62-63	0.00320588289373	brain100-1-1
2214	64-65	0.0587223018428	brain100-1-1
2214	66-67	0.0667888037389	brain100-1-1
2214	68-69	0.0969828957003	brain100-1-1
2214	70-71	0.0994012484743	brain100-1-1
2214	72-73	0.0361695402172	brain100-1-1
2214	74-75	0.0407025119274	brain100-1-1
2214	76-77	0.106248471488	brain100-1-1
2214	78-79	0.18666326352	brain100-1-1
2214	80-81	0.11598642634	brain100-1-1
2214	82-83	0.169648901836	brain100-1-1
2214	84-85	0.187826700585	brain100-1-1
2214	86-87	0.224066284242	brain100-1-1
2214	88-89	0.136499676681	brain100-1-1
2214	90-91	0.0164003514973	brain100-1-1
2214	92-93	0.0160290563087	brain100-1-1
2214	94-95	0.0283708253014	brain100-1-1
2214	96-97	0.0536860888471	brain100-1-1
2214	98-99	-0.134781031726	brain100-1-1
2214	100	0.190242394963	brain100-1-1
2215	1	0.193784311734	brain100-1-1
2215	2	-0.0727630208875	brain100-1-1
2215	3	-0.0783409957769	brain100-1-1
2215	4	-0.282190253864	brain100-1-1
2215	5	0.110127556665	brain100-1-1
2215	6	0.0684940239035	brain100-1-1
2215	7	-0.00278337271581	brain100-1-1
2215	8	-0.110461273605	brain100-1-1
2215	9	-0.0416090779931	brain100-1-1
2215	10-11	0.0403694527892	brain100-1-1
2215	12-13	0.0894501429206	brain100-1-1
2215	14-15	0.0375014048142	brain100-1-1
2215	16-17	0.0750777997282	brain100-1-1
2215	18-19	0.0439186869742	brain100-1-1
2215	20-21	-0.0687452717844	brain100-1-1
2215	22-23	-0.114002616586	brain100-1-1
2215	24-25	-0.141400048424	brain100-1-1
2215	26-27	-0.135791174955	brain100-1-1
2215	28-29	-0.0409632217025	brain100-1-1
2215	30-31	-0.158279623277	brain100-1-1
2215	32-33	-0.216316444083	brain100-1-1
2215	34-35	-0.0651494068544	brain100-1-1
2215	36-37	-0.147276231638	brain100-1-1
2215	38-39	-0.064045564194	brain100-1-1
2215	40-41	-0.0309542251532	brain100-1-1
2215	42-43	-0.131676802776	brain100-1-1
2215	44-45	-0.0709490356694	brain100-1-1
2215	46-47	0.0400078461078	brain100-1-1
2215	48-49	0.0658692471211	brain100-1-1
2215	50-51	0.0270155361418	brain100-1-1
2215	52-53	-0.0657993443586	brain100-1-1
2215	54-55	-0.200851298146	brain100-1-1
2215	56-57	-0.0374053728713	brain100-1-1
2215	58-59	0.0677368042764	brain100-1-1
2215	60-61	-0.0475947611712	brain100-1-1
2215	62-63	-0.235396355709	brain100-1-1
2215	64-65	0.091661491032	brain100-1-1
2215	66-67	-0.0437763068262	brain100-1-1
2215	68-69	0.0446180308355	brain100-1-1
2215	70-71	0.0205212320943	brain100-1-1
2215	72-73	-0.0147364794388	brain100-1-1
2215	74-75	-0.164047692823	brain100-1-1
2215	76-77	-0.058370693131	brain100-1-1
2215	78-79	-0.0305084536521	brain100-1-1
2215	80-81	-0.143167614064	brain100-1-1
2215	82-83	-0.080351098164	brain100-1-1
2215	84-85	-0.271769259011	brain100-1-1
2215	86-87	-0.323913513738	brain100-1-1
2215	88-89	-0.122798663867	brain100-1-1
2215	90-91	-0.161278219931	brain100-1-1
2215	92-93	-0.130258894355	brain100-1-1
2215	94-95	-0.188295841365	brain100-1-1
2215	96-97	0.0359921564354	brain100-1-1
2215	98-99	0.12205591866	brain100-1-1
2215	100	-0.148938891586	brain100-1-1
2216	1	-0.113907995958	brain100-1-1
2216	2	-0.354814302939	brain100-1-1
2216	3	0.254992337556	brain100-1-1
2216	4	0.06396359229	brain100-1-1
2216	5	0.122948069485	brain100-1-1
2216	6	0.128323083733	brain100-1-1
2216	7	0.116874746942	brain100-1-1
2216	8	0.0134703503268	brain100-1-1
2216	9	0.078049041665	brain100-1-1
2216	10-11	-0.179716017296	brain100-1-1
2216	12-13	-0.0579857545153	brain100-1-1
2216	14-15	0.0481851654979	brain100-1-1
2216	16-17	0.0579837826342	brain100-1-1
2216	18-19	0.10588449894	brain100-1-1
2216	20-21	0.104331651292	brain100-1-1
2216	22-23	0.163775161191	brain100-1-1
2216	24-25	0.164155507132	brain100-1-1
2216	26-27	0.118482329318	brain100-1-1
2216	28-29	0.0808316500923	brain100-1-1
2216	30-31	0.0489853339878	brain100-1-1
2216	32-33	0.0465040687379	brain100-1-1
2216	34-35	-0.0437818854869	brain100-1-1
2216	36-37	0.134775050414	brain100-1-1
2216	38-39	0.0841839840355	brain100-1-1
2216	40-41	-0.033152027351	brain100-1-1
2216	42-43	-0.00347167457107	brain100-1-1
2216	44-45	0.00170053698016	brain100-1-1
2216	46-47	0.00630821240819	brain100-1-1
2216	48-49	0.132737019871	brain100-1-1
2216	50-51	0.152204073095	brain100-1-1
2216	52-53	0.121983461071	brain100-1-1
2216	54-55	0.0570672538904	brain100-1-1
2216	56-57	0.107116771651	brain100-1-1
2216	58-59	-0.0371583006187	brain100-1-1
2216	60-61	0.0200043064279	brain100-1-1
2216	62-63	0.170504760719	brain100-1-1
2216	64-65	0.0812448243653	brain100-1-1
2216	66-67	0.00672874367881	brain100-1-1
2216	68-69	0.0932291419466	brain100-1-1
2216	70-71	-0.0456223465493	brain100-1-1
2216	72-73	0.0218611141441	brain100-1-1
2216	74-75	-0.00540241653048	brain100-1-1
2216	76-77	0.0672977560668	brain100-1-1
2216	78-79	0.0630744340484	brain100-1-1
2216	80-81	0.0452793556329	brain100-1-1
2216	82-83	0.0105579927451	brain100-1-1
2216	84-85	0.000958013716719	brain100-1-1
2216	86-87	0.100328910504	brain100-1-1
2216	88-89	0.217163457345	brain100-1-1
2216	90-91	0.150213715553	brain100-1-1
2216	92-93	0.127805621774	brain100-1-1
2216	94-95	0.147188029602	brain100-1-1
2216	96-97	0.109801680245	brain100-1-1
2216	98-99	0.234591531195	brain100-1-1
2216	100	0.195505552858	brain100-1-1
1101	1	-0.165093491347	jurkat100-1-5
1101	2	-0.0324890574191	jurkat100-1-5
1101	3	-0.130999520763	jurkat100-1-5
1101	4	-0.02690199338	jurkat100-1-5
1101	5	-0.00170738012891	jurkat100-1-5
1101	6	-0.193353150565	jurkat100-1-5
1101	7	0.0108343620102	jurkat100-1-5
1101	8	0.0275920968567	jurkat100-1-5
1101	9	0.0440016530411	jurkat100-1-5
1101	10-11	0.0491178899158	jurkat100-1-5
1101	12-13	0.0813317391049	jurkat100-1-5
1101	14-15	0.0080867386672	jurkat100-1-5
1101	16-17	0.0778590701713	jurkat100-1-5
1101	18-19	-0.0479461917422	jurkat100-1-5
1101	20-21	0.0420802459949	jurkat100-1-5
1101	22-23	-0.0270218839194	jurkat100-1-5
1101	24-25	0.0858613580551	jurkat100-1-5
1101	26-27	-0.0159699660757	jurkat100-1-5
1101	28-29	0.000866226306208	jurkat100-1-5
1101	30-31	-0.0588133998344	jurkat100-1-5
1101	32-33	-0.0135818479535	jurkat100-1-5
1101	34-35	0.0215449663829	jurkat100-1-5
1101	36-37	-0.0585759641614	jurkat100-1-5
1101	38-39	-0.117622139412	jurkat100-1-5
1101	40-41	0.0591441320798	jurkat100-1-5
1101	42-43	0.0519655688544	jurkat100-1-5
1101	44-45	0.0413267490912	jurkat100-1-5
1101	46-47	0.117050355486	jurkat100-1-5
1101	48-49	0.021248765272	jurkat100-1-5
1101	50-51	0.0542192563825	jurkat100-1-5
1101	52-53	0.0389963826734	jurkat100-1-5
1101	54-55	0.0373992782841	jurkat100-1-5
1101	56-57	0.04266206517	jurkat100-1-5
1101	58-59	0.0267542755141	jurkat100-1-5
1101	60-61	0.0373144628794	jurkat100-1-5
1101	62-63	0.0581310461113	jurkat100-1-5
1101	64-65	0.0135258805169	jurkat100-1-5
1101	66-67	-0.00421647339854	jurkat100-1-5
1101	68-69	-0.0205395876194	jurkat100-1-5
1101	70-71	-0.066340223371	jurkat100-1-5
1101	72-73	-0.0509343868075	jurkat100-1-5
1101	74-75	0.0381737547841	jurkat100-1-5
1101	76-77	0.0133086732233	jurkat100-1-5
1101	78-79	0.0121795896081	jurkat100-1-5
1101	80-81	0.080449859562	jurkat100-1-5
1101	82-83	-0.0227810979104	jurkat100-1-5
1101	84-85	0.0139946224685	jurkat100-1-5
1101	86-87	0.128543595152	jurkat100-1-5
1101	88-89	-0.0428022107545	jurkat100-1-5
1101	90-91	0.0261366961891	jurkat100-1-5
1101	92-93	-0.022976809542	jurkat100-1-5
1101	94-95	0.108842391801	jurkat100-1-5
1101	96-97	0.0389441278489	jurkat100-1-5
1101	98-99	0.0974649784164	jurkat100-1-5
1101	100	-0.0955332873433	jurkat100-1-5
1102	1	0.03009626919	jurkat100-1-5
1102	2	-0.194526458736	jurkat100-1-5
1102	3	-0.129845482942	jurkat100-1-5
1102	4	0.0520971410916	jurkat100-1-5
1102	5	0.152645178425	jurkat100-1-5
1102	6	0.0975168365829	jurkat100-1-5
1102	7	0.0706345036421	jurkat100-1-5
1102	8	-0.00894369142983	jurkat100-1-5
1102	9	0.115447085412	jurkat100-1-5
1102	10-11	0.0784278277551	jurkat100-1-5
1102	12-13	0.02446914829	jurkat100-1-5
1102	14-15	0.0989672170683	jurkat100-1-5
1102	16-17	0.00836763365644	jurkat100-1-5
1102	18-19	-0.0184526569768	jurkat100-1-5
1102	20-21	0.00530840451775	jurkat100-1-5
1102	22-23	0.0525411553965	jurkat100-1-5
1102	24-25	-0.00499289221377	jurkat100-1-5
1102	26-27	0.101269785282	jurkat100-1-5
1102	28-29	0.0533880612263	jurkat100-1-5
1102	30-31	0.106358263291	jurkat100-1-5
1102	32-33	0.145465546282	jurkat100-1-5
1102	34-35	0.142377971865	jurkat100-1-5
1102	36-37	0.0386386081889	jurkat100-1-5
1102	38-39	0.0405990686557	jurkat100-1-5
1102	40-41	0.0807298849583	jurkat100-1-5
1102	42-43	0.0500771433292	jurkat100-1-5
1102	44-45	0.0124889176332	jurkat100-1-5
1102	46-47	0.0625351825114	jurkat100-1-5
1102	48-49	0.084170054647	jurkat100-1-5
1102	50-51	0.108432805836	jurkat100-1-5
1102	52-53	0.00919208874507	jurkat100-1-5
1102	54-55	0.0526179310245	jurkat100-1-5
1102	56-57	0.0912061385993	jurkat100-1-5
1102	58-59	0.093075423375	jurkat100-1-5
1102	60-61	0.125223942227	jurkat100-1-5
1102	62-63	0.124030186271	jurkat100-1-5
1102	64-65	0.171108429068	jurkat100-1-5
1102	66-67	0.157277916671	jurkat100-1-5
1102	68-69	0.0537024749254	jurkat100-1-5
1102	70-71	0.143256339054	jurkat100-1-5
1102	72-73	-0.00430432394448	jurkat100-1-5
1102	74-75	0.0217024952805	jurkat100-1-5
1102	76-77	0.0398086363935	jurkat100-1-5
1102	78-79	0.0444895470735	jurkat100-1-5
1102	80-81	0.00884990318726	jurkat100-1-5
1102	82-83	0.00830189914494	jurkat100-1-5
1102	84-85	0.0696338849948	jurkat100-1-5
1102	86-87	0.0895604978722	jurkat100-1-5
1102	88-89	0.01522549564	jurkat100-1-5
1102	90-91	-0.0505360462731	jurkat100-1-5
1102	92-93	-0.0744122162405	jurkat100-1-5
1102	94-95	0.00276206067787	jurkat100-1-5
1102	96-97	0.0239039699093	jurkat100-1-5
1102	98-99	-0.137384650122	jurkat100-1-5
1102	100	-0.252249705254	jurkat100-1-5
1103	1	-0.0848731170197	jurkat100-1-5
1103	2	0.225910139347	jurkat100-1-5
1103	3	0.177395814303	jurkat100-1-5
1103	4	0.180934682469	jurkat100-1-5
1103	5	0.178196334826	jurkat100-1-5
1103	6	0.146888334387	jurkat100-1-5
1103	7	0.120352164446	jurkat100-1-5
1103	8	0.120066931447	jurkat100-1-5
1103	9	0.136476487632	jurkat100-1-5
1103	10-11	0.109193064336	jurkat100-1-5
1103	12-13	0.107050658859	jurkat100-1-5
1103	14-15	0.175555780708	jurkat100-1-5
1103	16-17	0.162507526779	jurkat100-1-5
1103	18-19	0.166030586571	jurkat100-1-5
1103	20-21	0.180921221203	jurkat100-1-5
1103	22-23	0.197291377157	jurkat100-1-5
1103	24-25	0.138534941455	jurkat100-1-5
1103	26-27	0.1713353399	jurkat100-1-5
1103	28-29	0.189008233875	jurkat100-1-5
1103	30-31	0.187987825612	jurkat100-1-5
1103	32-33	0.207796521379	jurkat100-1-5
1103	34-35	0.209403782643	jurkat100-1-5
1103	36-37	0.18808366563	jurkat100-1-5
1103	38-39	0.155438643741	jurkat100-1-5
1103	40-41	0.185833625682	jurkat100-1-5
1103	42-43	0.19708824218	jurkat100-1-5
1103	44-45	0.19957920127	jurkat100-1-5
1103	46-47	0.19806881441	jurkat100-1-5
1103	48-49	0.205619179504	jurkat100-1-5
1103	50-51	0.208841710879	jurkat100-1-5
1103	52-53	0.143330251052	jurkat100-1-5
1103	54-55	0.190845143763	jurkat100-1-5
1103	56-57	0.185092034621	jurkat100-1-5
1103	58-59	0.168614680423	jurkat100-1-5
1103	60-61	0.218850215999	jurkat100-1-5
1103	62-63	0.164704338712	jurkat100-1-5
1103	64-65	0.225174762553	jurkat100-1-5
1103	66-67	0.211084627906	jurkat100-1-5
1103	68-69	0.201752062775	jurkat100-1-5
1103	70-71	0.211129828498	jurkat100-1-5
1103	72-73	0.21107126291	jurkat100-1-5
1103	74-75	0.185115531638	jurkat100-1-5
1103	76-77	0.19609207345	jurkat100-1-5
1103	78-79	0.160264009557	jurkat100-1-5
1103	80-81	0.181162320914	jurkat100-1-5
1103	82-83	0.185002206297	jurkat100-1-5
1103	84-85	0.199722027795	jurkat100-1-5
1103	86-87	0.084367159519	jurkat100-1-5
1103	88-89	0.167537583163	jurkat100-1-5
1103	90-91	0.246011500571	jurkat100-1-5
1103	92-93	0.247841080253	jurkat100-1-5
1103	94-95	0.125480230529	jurkat100-1-5
1103	96-97	0.108035213752	jurkat100-1-5
1103	98-99	0.22632889586	jurkat100-1-5
1103	100	0.208977990852	jurkat100-1-5
1104	1	0.123007067312	jurkat100-1-5
1104	2	0.0691589872736	jurkat100-1-5
1104	3	0.137994892644	jurkat100-1-5
1104	4	0.0565337608099	jurkat100-1-5
1104	5	-0.0962045868328	jurkat100-1-5
1104	6	-0.0390794075485	jurkat100-1-5
1104	7	-0.0221823977664	jurkat100-1-5
1104	8	0.05988259965	jurkat100-1-5
1104	9	0.0662921558344	jurkat100-1-5
1104	10-11	0.0774419122622	jurkat100-1-5
1104	12-13	0.0395160966468	jurkat100-1-5
1104	14-15	0.0288967945331	jurkat100-1-5
1104	16-17	0.0504568355344	jurkat100-1-5
1104	18-19	0.00726330546453	jurkat100-1-5
1104	20-21	0.0923037096821	jurkat100-1-5
1104	22-23	0.085240685913	jurkat100-1-5
1104	24-25	-0.00110791568795	jurkat100-1-5
1104	26-27	0.0548261233098	jurkat100-1-5
1104	28-29	0.0357824274235	jurkat100-1-5
1104	30-31	0.03226201916	jurkat100-1-5
1104	32-33	-0.0105790546574	jurkat100-1-5
1104	34-35	0.0685282066063	jurkat100-1-5
1104	36-37	-0.0514670256139	jurkat100-1-5
1104	38-39	-0.00185398298744	jurkat100-1-5
1104	40-41	-0.0673921807693	jurkat100-1-5
1104	42-43	0.0379292560052	jurkat100-1-5
1104	44-45	0.0071368049571	jurkat100-1-5
1104	46-47	0.0577347130278	jurkat100-1-5
1104	48-49	-0.0447149218788	jurkat100-1-5
1104	50-51	0.000615904427228	jurkat100-1-5
1104	52-53	-0.0463126060906	jurkat100-1-5
1104	54-55	0.0314442221043	jurkat100-1-5
1104	56-57	0.00201599775424	jurkat100-1-5
1104	58-59	-0.0214198817893	jurkat100-1-5
1104	60-61	0.0419492943401	jurkat100-1-5
1104	62-63	0.0531029562236	jurkat100-1-5
1104	64-65	-0.198292979383	jurkat100-1-5
1104	66-67	-0.0512079988223	jurkat100-1-5
1104	68-69	0.0228926157705	jurkat100-1-5
1104	70-71	0.152939437646	jurkat100-1-5
1104	72-73	0.09357126291	jurkat100-1-5
1104	74-75	0.128603903731	jurkat100-1-5
1104	76-77	0.105278119962	jurkat100-1-5
1104	78-79	0.0166593583943	jurkat100-1-5
1104	80-81	0.0529065069609	jurkat100-1-5
1104	82-83	0.13099057839	jurkat100-1-5
1104	84-85	0.134254738075	jurkat100-1-5
1104	86-87	0.0641609884769	jurkat100-1-5
1104	88-89	0.133923249814	jurkat100-1-5
1104	90-91	0.0750428430852	jurkat100-1-5
1104	92-93	0.0950455190067	jurkat100-1-5
1104	94-95	0.0724717031748	jurkat100-1-5
1104	96-97	0.113203405235	jurkat100-1-5
1104	98-99	0.0160636514945	jurkat100-1-5
1104	100	0.163865208897	jurkat100-1-5
1105	1	-0.121739476467	jurkat100-1-5
1105	2	0.0922695863519	jurkat100-1-5
1105	3	0.154354339649	jurkat100-1-5
1105	4	0.208584452054	jurkat100-1-5
1105	5	0.035339191969	jurkat100-1-5
1105	6	0.0501141408386	jurkat100-1-5
1105	7	0.0374028556898	jurkat100-1-5
1105	8	0.120066931447	jurkat100-1-5
1105	9	0.048918883945	jurkat100-1-5
1105	10-11	0.0999764744741	jurkat100-1-5
1105	12-13	0.116267248721	jurkat100-1-5
1105	14-15	0.0926064719525	jurkat100-1-5
1105	16-17	0.0772540705574	jurkat100-1-5
1105	18-19	-0.00447632587187	jurkat100-1-5
1105	20-21	0.097971912447	jurkat100-1-5
1105	22-23	0.128166953194	jurkat100-1-5
1105	24-25	0.189226185695	jurkat100-1-5
1105	26-27	0.102210915937	jurkat100-1-5
1105	28-29	0.198224823737	jurkat100-1-5
1105	30-31	0.187987825612	jurkat100-1-5
1105	32-33	0.0649393785223	jurkat100-1-5
1105	34-35	0.177145718127	jurkat100-1-5
1105	36-37	0.146609011252	jurkat100-1-5
1105	38-39	0.088618367243	jurkat100-1-5
1105	40-41	0.0406723353597	jurkat100-1-5
1105	42-43	0.123355523286	jurkat100-1-5
1105	44-45	0.0820676805331	jurkat100-1-5
1105	46-47	0.163506602429	jurkat100-1-5
1105	48-49	0.168752820057	jurkat100-1-5
1105	50-51	0.158150466639	jurkat100-1-5
1105	52-53	0.143330251052	jurkat100-1-5
1105	54-55	0.151674636851	jurkat100-1-5
1105	56-57	0.076797103745	jurkat100-1-5
1105	58-59	0.0359875256181	jurkat100-1-5
1105	60-61	0.167412257303	jurkat100-1-5
1105	62-63	0.167812258549	jurkat100-1-5
1105	64-65	0.128625625268	jurkat100-1-5
1105	66-67	0.0926471413647	jurkat100-1-5
1105	68-69	0.0737103727798	jurkat100-1-5
1105	70-71	0.0670749516646	jurkat100-1-5
1105	72-73	0.111772197489	jurkat100-1-5
1105	74-75	0.0722487635443	jurkat100-1-5
1105	76-77	0.0645771853821	jurkat100-1-5
1105	78-79	0.0795493149561	jurkat100-1-5
1105	80-81	0.174807915412	jurkat100-1-5
1105	82-83	0.15069715116	jurkat100-1-5
1105	84-85	0.193970833389	jurkat100-1-5
1105	86-87	0.206523745659	jurkat100-1-5
1105	88-89	0.205626103706	jurkat100-1-5
1105	90-91	0.176505062857	jurkat100-1-5
1105	92-93	0.184805679857	jurkat100-1-5
1105	94-95	0.194122733255	jurkat100-1-5
1105	96-97	0.170075878795	jurkat100-1-5
1105	98-99	0.14084777495	jurkat100-1-5
1105	100	0.115404212657	jurkat100-1-5
1106	1	0.215734340039	jurkat100-1-5
1106	2	0.123249896365	jurkat100-1-5
1106	3	0.151631256281	jurkat100-1-5
1106	4	-0.0130116937355	jurkat100-1-5
1106	5	0.0706135949854	jurkat100-1-5
1106	6	0.103193319724	jurkat100-1-5
1106	7	0.13145396587	jurkat100-1-5
1106	8	0.0853371451045	jurkat100-1-5
1106	9	0.156292155834	jurkat100-1-5
1106	10-11	0.120169184989	jurkat100-1-5
1106	12-13	0.0976979148287	jurkat100-1-5
1106	14-15	0.0948058854422	jurkat100-1-5
1106	16-17	0.104547744625	jurkat100-1-5
1106	18-19	0.0988542145554	jurkat100-1-5
1106	20-21	0.116394618773	jurkat100-1-5
1106	22-23	0.143877049549	jurkat100-1-5
1106	24-25	0.185937538858	jurkat100-1-5
1106	26-27	0.181871577855	jurkat100-1-5
1106	28-29	0.14941879106	jurkat100-1-5
1106	30-31	0.13476201916	jurkat100-1-5
1106	32-33	0.117830036252	jurkat100-1-5
1106	34-35	0.169437297515	jurkat100-1-5
1106	36-37	0.109669338022	jurkat100-1-5
1106	38-39	0.157009653376	jurkat100-1-5
1106	40-41	0.141698728322	jurkat100-1-5
1106	42-43	0.161792892369	jurkat100-1-5
1106	44-45	0.123500441321	jurkat100-1-5
1106	46-47	0.122052894846	jurkat100-1-5
1106	48-49	0.161421441758	jurkat100-1-5
1106	50-51	0.121524995336	jurkat100-1-5
1106	52-53	0.115732848455	jurkat100-1-5
1106	54-55	0.146898767559	jurkat100-1-5
1106	56-57	0.1390614523	jurkat100-1-5
1106	58-59	0.147898300029	jurkat100-1-5
1106	60-61	0.0999038397946	jurkat100-1-5
1106	62-63	0.180602956224	jurkat100-1-5
1106	64-65	0.211025202435	jurkat100-1-5
1106	66-67	0.0922010920868	jurkat100-1-5
1106	68-69	0.0990289794068	jurkat100-1-5
1106	70-71	0.144984892191	jurkat100-1-5
1106	72-73	0.181525808365	jurkat100-1-5
1106	74-75	0.202240267368	jurkat100-1-5
1106	76-77	0.203914483598	jurkat100-1-5
1106	78-79	0.173477540212	jurkat100-1-5
1106	80-81	0.139724688779	jurkat100-1-5
1106	82-83	0.161217851117	jurkat100-1-5
1106	84-85	0.19470928353	jurkat100-1-5
1106	86-87	0.235769028678	jurkat100-1-5
1106	88-89	0.230154405593	jurkat100-1-5
1106	90-91	0.20820740326	jurkat100-1-5
1106	92-93	0.165759508214	jurkat100-1-5
1106	94-95	0.173252558435	jurkat100-1-5
1106	96-97	0.151475928055	jurkat100-1-5
1106	98-99	0.174038312774	jurkat100-1-5
1106	100	0.134196442386	jurkat100-1-5
1107	1	0.0866578609629	jurkat100-1-5
1107	2	-0.00885688574228	jurkat100-1-5
1107	3	0.00624886089833	jurkat100-1-5
1107	4	-0.0695773503012	jurkat100-1-5
1107	5	-0.167553793182	jurkat100-1-5
1107	6	-0.196301629771	jurkat100-1-5
1107	7	-0.275833191417	jurkat100-1-5
1107	8	-0.113292003525	jurkat100-1-5
1107	9	-0.247676098134	jurkat100-1-5
1107	10-11	-0.0858914210712	jurkat100-1-5
1107	12-13	-0.0788172366865	jurkat100-1-5
1107	14-15	-0.0496746340383	jurkat100-1-5
1107	16-17	-0.0144637993863	jurkat100-1-5
1107	18-19	-0.0320620913609	jurkat100-1-5
